id	comma-separated identified biomolecules	patent name	patent title	patent abstract
42077086	rankl,epitopebinding domain,epitope binding domain	WO2010097394	MULTIVALENT AND/OR MULTISPECIFIC RANKL-BINDING CONSTRUCTS	The invention relates to combinations of RANKL antagonists with VEGF antagonists, and provides antigen-binding constructs which bind to RANKL comprising a protein scaffold which are linked to one or more epitope-binding domains wherein the antigen-binding construct has at least two antigen binding sites at least one of which is from an epitope binding domain and at least one of which is from a paired VH/VL domain, methods of making such constructs and uses thereof.
42083895	dii4binding molecule,vhh,immunoglobulin single variable domain,dll4binding molecules,angiogenesis bispecific dii4binding molecule,vh	WO2011039368	DLL4-BINDING MOLECULES	DII4-binding molecules, preferably DII4-binding immunoglobulin single variable domains like VHHs and VHs, pharmaceutical compositions containing same and their use in the treatment of diseases that are associated with DII4-mediated effects on angiogenesis. Bispecific DII4-binding molecules that also bind to VEGF-A. Nucleic acids encoding DII4-binding molecules, host cells and methods for preparing same.
42101232		WO2010042815	VHH ANTIBODY FRAGMENTS FOR USE IN THE DETECTION AND TREATMENT OF CANCER	The presently disclosed subject matter provides ligands for detecting and imaging cancer cells and tumors, and for guided delivery of an active agent to cancer cells and tumors. In some embodiments the ligands comprise an antibody fragment, wherein the antibody fragment comprises a VHH domain. In some embodiments a composition is provided for targeting of cancer cells or tumors. Also provided are methods for delivery of a composition to a target tissue or tumor in a subject. Also provided are methods for imaging a target tissue or tumor in a subject. In some embodiments methods for treating a tumor in a subject are provided. Also provided are methods for diagnosing a tumor in a subject.
42104655	hclaudin9,hcv,amino acid sequences amino acid sequence,cellular receptor,hcxcr4,hcd81,hccr5,human beta3 integrin,human alpha2 integrin,htlr4,hclaudin1,human alphav integrin,human beta1 integrin	US9803018	Amino acid sequences directed against cellular receptors for viruses and bacteria	The present invention relates to amino acid sequences that are directed against (as defined herein) human cellular receptors for viruses and/or bacteria such as e.g. Nanobodies specifically recognizing hCD4, hCXCR4, hCCR5, hTLR4, human alphaV integrin, human beta3 integrin, human beta1 integrin, human alpha2 integrin, hCD81, hSR-BI, hClaudin-1, hClaudin-6 and hClaudin-9, as well as to compounds or constructs, and in particular proteins and polypeptides, that comprise or essentially consist of one or more such amino acid sequences. Amino acid sequences of the present invention may be used to prevent human cell entry of HIV, HCV, adenoviruses, hantavirus, herpesvirus, echo-virus 1 and others.
42106162	anti-igfbp7 single domain antibody,anti-igfbp7 antibody,antibody,igfbp7,insulinlike growth factor binding protein7	US9164097	Formulations Targeting IGFBP7 for Diagnosis and Therapy of Cancer	The invention relates to antibodies or fragments thereof specific for insulin-like growth factor binding protein-7 (IGFBP7). A method of raising anti-IGFBP7 single domain antibodies is also disclosed and specific antibody clones are described, along with their binding characteristics. The anti-IGFBP7 antibodies may be useful as diagnostic tools for detecting neoplastic diseases involving tumor angiogenesis, and a variety of other angiogenesis associated diseases.
42115577	eph receptor,ephrin ligand,epha1,ephrina1,ephrinb3,epha10,ephrina6,eph receptor family	WO2010066835	EPH RECEPTOR AND EPHRIN LIGAND SPECIFIC VHH ANTIBODIES	The present invention relates to amino acid sequences that are directed against proteins from the group of the Eph receptor family such as EphA1 to EphA10, EphB1 to EphB6 and Ephrin ligands such as EphrinA1 to EphrinA6 and EprhinB1 to EphrinB3 as well as to constructs that comprise or essentially consist of one or more of such amino acid sequences.
42122897	immunoglobulin single variable domains,immunoglobulin single variable domain	WO2010081856	PULMONARY ADMINISTRATION OF IMMUNOGLOBULIN SINGLE VARIABLE DOMAINS AND CONSTRUCTS THEREOF	The present invention relates to a method wherein an immunoglobulin single variable domain (such as a Nanobody) and/or construct thereof are absorbed in pulmonary tissue. More particularly, the invention provides systemic delivery of an immunoglobulin single variable domain and/or construct thereof via the pulmonary route.
42123027	rankl,epitopebinding domain,epitope binding domain	WO2010097386	ANTIGEN-BINDING CONSTRUCTS	The invention relates to a combination of RANKL antagonists with OSM antagonists, and provides antigen-binding constructs which bind to RANKL comprising a protein scaffold which are linked to one or more epitope-binding domains wherein the antigen-binding construct has at least two antigen binding sites at least one of which is from an epitope binding domain and at least one of which is from a paired VH/VL domain, methods of making such constructs and uses thereof.
42124364	camelid antibody,tandem actin binding domain,lplastin antibodies,antibody	WO2010108824	L-PLASTIN ANTIBODIES AND THEIR USE	The present invention relates to antibodies, especially camelid antibodies, binding to the tandem actin binding domain in L-plastin, but not to the single actin binding domains. It further relates to the use of those antibodies to limit cell invasion and metastasis in cancer.
42174088	rankl,epitopebinding domain,tnfalpha,epitope binding domain	WO2010097385	ANTIGEN-BINDING CONSTRUCTS	The invention relates to combinations of RANKL antagonists with TNF-alpha antagonists and provides antigen-binding constructs which bind to RANKL comprising a protein scaffold which are linked to one or more epitope-binding domains wherein the antigen-binding construct has at least two antigen binding sites at least one of which is from an epitope binding domain and at least one of which is from a paired VH/VL domain, methods of making such constructs and uses thereof.
42199164	nfd,make these complex,dimercomplex,heterodimer,novel antigen binding dimercomplexes,single variable domain,homodimer	US20210246192	NOVEL ANTIGEN BINDING DIMER-COMPLEXES, METHODS OF MAKING/AVOIDING AND USES THEREOF	In a broad aspect the present invention generally relates to novel dimer-complexes (herein called \u201cnon-fused-dimers\u201d or NFDs) comprising single variable domains, methods of making these complexes and uses thereof. These non-covalently bound dimer-complexes consist of two identical monomers that each comprises of one or more single variable domains (homodimers) or of two different monomers that each comprises on or more single variable domains (heterodimers). The subject NFDs have typically altered e.g. improved binding characteristics over their monomeric counterpart. The NFDs of the invention may further be engineered through linkage by a flexible peptide or cysteines in order to improve the stability. This invention also describes conditions under which such NFDs are formed and conditions under which the formation of such dimers can be avoided.
42199717	il6r antibody,interleukin6 receptor,il6r,il6	US9273150	Methods of using IL-6R antibodies to block or reduce binding of IL-6 to IL-6R	The present invention relates to amino acid sequences that are directed against/and or that can specifically bind Interleukin-6 Receptor (IL-6R) with improved affinity and/or avidity, and/or that have an improved efficacy and/or potency, and which are capable of (partially, or preferably totally) blocking the IL-6/IL-6R interaction and/or inhibit signalization through IL-6, IL-6R and/or the IL-6/IL-6R complex. The invention further relates to compounds or constructs, and in particular proteins and polypeptides, that comprise or essentially consist of one or more such amino acid sequences. The invention also relates to nucleic acids encoding such amino acid sequences and polypeptides, to methods for preparing such amino acid sequences and polypeptides, to host cells expressing or capable of expressing such amino acid sequences or polypeptides, to compositions, and in particular to pharmaceutical compositions, that comprise such amino acid sequences, polypeptides, nucleic acids and/or host cells, and to uses of such amino acid sequences or polypeptides, nucleic acids, host cells and/or compositions, in particular for prophylactic, therapeutic or diagnostic purposes.
